, uploadDate,Collection,Level,Medium,Publisher,Tag,Year,_attachments,_id,_rev,addedBy,articleDate,attachments_md5,author,averageRating,description,filename,fromLevel,hidden,id,isWelcomeVideo,kind,language,linkToLicense,need_optimization,ok,openUrl,openWhichFile,openWith,resourceFor,resourceType,rev,subject,sum,timesRated,title,toLevel,type,uploadDate,views
2785,,,[u'Upper Primary'],Text,,[u'6024d31ffcf853bf6ea3f9b762057ff9'],,"{u'VertabratesAndInvertabrates-ActivitySheet.pdf': {u'stub': True, u'length': 925809, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-FESnwx0XazO+XslM4TkaFA=='}}",adcbc6f70d2aeba4843216f1c782b6e3,4-c6aa12f23ec84efd0fc9233acc507830,admin,2014-08-07T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Science'],0.0,0.0,Vertebrates and Invertebrates - Activity Sheet,,,2014-08-07T04:00:00.000Z,
2786,,,[u'Upper Primary'],Text,,[u'6024d31ffcf853bf6ea3f9b762057ff9'],,"{u'VolumeAndMassOfSolids-ActivitySheet.pdf': {u'stub': True, u'length': 647247, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-OLVJYK5m4QA8e2ed2yz0sw=='}}",adcbc6f70d2aeba4843216f1c786002b,4-d0afe3cd5e71887a8318bbdef0a8a23e,admin,2014-08-07T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Science'],0.0,0.0,Volume and Mass of Solids - Activity Sheet,,,2014-08-07T04:00:00.000Z,
2787,,,[u'Upper Primary'],Audio/Music/Book,,"[u'cc11a4c42d45448a3448193899694fb8', u'845ca5617e959d8a09839f5cca8f183b', u'41d96d20b4c87ffd1545b6d457028e59']",,"{u'HushBabyAudio.mp3': {u'stub': True, u'length': 2981342, u'content_type': u'audio/mpeg', u'revpos': 0, u'digest': u'md5-q42Ztax5bsjeYnKdVboWDg=='}}",ae4c5e01b990af3e2a45fc66b41a8633,4-e698a4128cdf3ba956c4797b1a603b69,admin,2014-07-02T04:00:00.000Z,,,,,,,,,,Resource,English,,,,,,MP3,,,,[u'Learning'],0.0,0.0,Hush Baby Song Audio,,,2014-07-02T04:00:00.000Z,
2788,,,"[u'Lower Primary', u'Upper Primary']",Text,,"[u'cc11a4c42d45448a3448193899694fb8', u'845ca5617e959d8a09839f5cca8f183b', u'41d96d20b4c87ffd1545b6d457028e59']",,"{u'MaryLambLyrics.pdf': {u'stub': True, u'length': 19485, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-Qeiz1E7KdWQe7yHgaiInvQ=='}}",ae4c5e01b990af3e2a45fc66b4299f18,5-1c28e9b4a535df21b896dfa8840e1cb1,admin,2014-07-02T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,"[u'Languages', u'Learning']",0.0,0.0,Mary Had a Little Lamb Song Words,,,2014-07-02T04:00:00.000Z,
2789,,,[u'Upper Primary'],Audio/Music/Book,,"[u'cc11a4c42d45448a3448193899694fb8', u'845ca5617e959d8a09839f5cca8f183b', u'41d96d20b4c87ffd1545b6d457028e59']",,"{u'MichaelRowAudio.mp3': {u'stub': True, u'length': 3575053, u'content_type': u'audio/mpeg', u'revpos': 0, u'digest': u'md5-n6Lkk9xbc5eO2KRbJV+0BA=='}}",ae4c5e01b990af3e2a45fc66b42c9754,5-be3328f6abac47649b7920e4019bc407,admin,2014-07-02T04:00:00.000Z,,,,,,,,,,Resource,English,,,,,,MP3,,,,[u'Learning'],0.0,0.0,Michael Row Your Boat Ashore Song,,,2014-07-02T04:00:00.000Z,
2790,,,[u'Upper Secondary'],Text,,"[u'c3c7a6ef326355af3985ac8ff13e8fd7', u'1c97f371a2cc5c114a30d5db86444312', u'41d96d20b4c87ffd1545b6d457029c25']",2009,"{u'Introduction-ms-windows-xp_UnivCapeTown.pdf': {u'stub': True, u'length': 757237, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-3B9YBSKRhi0fkPopyoM1Aw=='}}",ae4c5e01b990af3e2a45fc66b42ec0a9,6-293bb1dbd3c22f16bdefa11df767a75c,admin,2014-07-02T04:00:00.000Z,,"Centre for Educational Technology, University of Cape Town",,,,,,,,Resource,eng,,0.0,,,,PDF.js,,,,[u'Technology'],0.0,0.0,Introduction To Microsoft Windows XP,,,2014-07-02T04:00:00.000Z,
2791,,,[u'Upper Primary'],Text,,"[u'cc11a4c42d45448a3448193899694fb8', u'845ca5617e959d8a09839f5cca8f183b', u'41d96d20b4c87ffd1545b6d457028e59']",,"{u'OlSusannaLyrics.pdf': {u'stub': True, u'length': 20222, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-L7HweZ037yfZfB1ZpVE1Ow=='}}",ae4c5e01b990af3e2a45fc66b436283d,6-35c3c19f1d547d7039cb0f3308e52840,admin,2014-07-02T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Learning'],0.0,0.0,Oh! Susanna Song Lyrics,,,2014-07-02T04:00:00.000Z,
2792,,,[u'Upper Primary'],Text,,"[u'cc11a4c42d45448a3448193899694fb8', u'845ca5617e959d8a09839f5cca8f183b', u'41d96d20b4c87ffd1545b6d457028e59']",,,ae4c5e01b990af3e2a45fc66b441aef0,5-7211e22345c5bb57acc0cbf25c7839ab,admin,2014-07-02T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,"[u'Languages', u'Learning']",0.0,0.0,Pictures for Writing- Book 1,,,2014-07-02T04:00:00.000Z,
2793,,,[u'Upper Primary'],Text,,"[u'cc11a4c42d45448a3448193899694fb8', u'845ca5617e959d8a09839f5cca8f183b', u'41d96d20b4c87ffd1545b6d457028e59']",,,ae4c5e01b990af3e2a45fc66b4449000,5-16e8cbe0a11b55545ccbad991a873ddf,admin,2014-07-02T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,"[u'Languages', u'Learning']",0.0,0.0,Pictures for Writing- Book 2,,,2014-07-02T04:00:00.000Z,
2794,,,[u'Upper Secondary'],Text,,"[u'c3c7a6ef326355af3985ac8ff13e8fd7', u'1c97f371a2cc5c114a30d5db86444312', u'41d96d20b4c87ffd1545b6d457029c25']",2009,"{u'introduction-ms-excel-2007_UnivCapeTown.pdf': {u'stub': True, u'length': 839517, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-p96hRD3Ux3ZUwQ7+tci5iw=='}}",ae4c5e01b990af3e2a45fc66b4466d18,7-2e00259a6fdca9db477d16142bbb3f5e,admin,2014-07-02T04:00:00.000Z,,"Centre for Educational Technology, University of Cape Town",,,,,,,,Resource,eng,,0.0,,,,PDF.js,,,,[u'Technology'],0.0,0.0,Introduction To Microsoft Excel 2007,,,2014-07-02T04:00:00.000Z,
2795,,,"[u'Lower Primary', u'Upper Primary', u'Lower Secondary']",Text,,"[u'cc11a4c42d45448a3448193899694fb8', u'845ca5617e959d8a09839f5cca8f183b', u'41d96d20b4c87ffd1545b6d457028e59']",,,ae4c5e01b990af3e2a45fc66b449007a,5-baaaf51c17e5f44793cf412c6ef81cee,admin,2014-07-02T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,"[u'Languages', u'Learning']",0.0,0.0,Puzzle Time for Starters,,,2014-07-02T04:00:00.000Z,
2796,,,"[u'Lower Primary', u'Upper Primary']",Text,,"[u'cc11a4c42d45448a3448193899694fb8', u'845ca5617e959d8a09839f5cca8f183b', u'41d96d20b4c87ffd1545b6d457028e59']",,"{u'RedRiverLyrics.pdf': {u'stub': True, u'length': 20292, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-gMvFvdC+X8m/1S95tNbH0Q=='}}",ae4c5e01b990af3e2a45fc66b45637ac,5-63f7c1b2802de6f93c1ae529d3614368,admin,2014-07-02T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,"[u'Languages', u'Learning']",0.0,0.0,Red River Song Words,,,2014-07-02T04:00:00.000Z,
2797,,,[u'Upper Primary'],Audio/Music/Book,,"[u'cc11a4c42d45448a3448193899694fb8', u'845ca5617e959d8a09839f5cca8f183b', u'41d96d20b4c87ffd1545b6d457028e59']",,"{u'ValleyAudio.mp3': {u'stub': True, u'length': 3051560, u'content_type': u'audio/mpeg', u'revpos': 0, u'digest': u'md5-6N07epg+9NbY5Yxmtr4JuQ=='}}",ae4c5e01b990af3e2a45fc66b45ad63e,4-b9f846b3ba3347a46a248c3bb5506f72,admin,2014-07-02T04:00:00.000Z,,,,,,,,,,Resource,English,,,,,,MP3,,,,[u'Learning'],0.0,0.0,Valley Song Audio,,,2014-07-02T04:00:00.000Z,
2798,,,"[u'Lower Primary', u'Upper Primary']",Text,,"[u'cc11a4c42d45448a3448193899694fb8', u'845ca5617e959d8a09839f5cca8f183b', u'41d96d20b4c87ffd1545b6d457028e59']",,"{u'ValleyLyrics.pdf': {u'stub': True, u'length': 33949, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-dYzafHilsu94VUT2AlHOuA=='}}",ae4c5e01b990af3e2a45fc66b45d0842,5-3c95b9c78a1d823a24662895dd8045d3,admin,2014-07-02T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,"[u'Languages', u'Learning']",0.0,0.0,Valley Song Words,,,2014-07-02T04:00:00.000Z,
2799,,,[u'Upper Primary'],Audio/Music/Book,,"[u'cc11a4c42d45448a3448193899694fb8', u'845ca5617e959d8a09839f5cca8f183b', u'41d96d20b4c87ffd1545b6d457028e59']",,"{u'WholeWorldAudio.mp3': {u'stub': True, u'length': 2275409, u'content_type': u'audio/mpeg', u'revpos': 0, u'digest': u'md5-k2aXjN9Ly2WLpn+TGdZA6w=='}}",ae4c5e01b990af3e2a45fc66b4604189,4-de78ba256c56f4c9b1fcdb0d2adb5019,admin,2014-07-02T04:00:00.000Z,,,,,,,,,,Resource,English,,,,,,MP3,,,,[u'Learning'],0.0,0.0,Whole World Song Audio,,,2014-07-02T04:00:00.000Z,
2800,,,"[u'Lower Primary', u'Upper Primary']",Text,,"[u'cc11a4c42d45448a3448193899694fb8', u'845ca5617e959d8a09839f5cca8f183b', u'41d96d20b4c87ffd1545b6d457028e59']",,"{u'WholeWorldLyrics.pdf': {u'stub': True, u'length': 57744, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-MaBKiRwF2RYYwGyUJuigAQ=='}}",ae4c5e01b990af3e2a45fc66b4631753,5-59f1879e3b0578214038a3366f6d380f,admin,2014-07-02T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,"[u'Languages', u'Learning']",0.0,0.0,Whole World Song Words,,,2014-07-02T04:00:00.000Z,
2801,,,[u'Upper Primary'],Audio/Music/Book,,"[u'cc11a4c42d45448a3448193899694fb8', u'845ca5617e959d8a09839f5cca8f183b', u'41d96d20b4c87ffd1545b6d457028e59']",,"{u'TwinkleAudio.mp3': {u'stub': True, u'length': 3254687, u'content_type': u'audio/mpeg', u'revpos': 0, u'digest': u'md5-MhqYcsCQUXv+euqDkGdRBg=='}}",ae4c5e01b990af3e2a45fc66b4680cb9,4-46ee2f23cc2e3e1715738636fc97c482,admin,2014-07-02T04:00:00.000Z,,,,,,,,,,Resource,English,,,,,,MP3,,,,[u'Learning'],0.0,0.0,Twinkle Twinkle Song Audio,,,2014-07-02T04:00:00.000Z,
2802,,,[u'Professional'],Text,,"[u'c3c7a6ef326355af3985ac8ff13e8fd7', u'1c97f371a2cc5c114a30d5db86444312', u'41d96d20b4c87ffd1545b6d457029c25']",,"{u'excel-2010-introduction-part-i.pdf': {u'stub': True, u'length': 7579009, u'content_type': u'application/pdf', u'revpos': 0, u'digest': u'md5-3Sr3nH3ezQv0OM/VbyywxQ=='}}",ae4c5e01b990af3e2a45fc66b469226e,8-00dac8693ea9b314029cf8e953e7f640,admin,2014-07-02T04:00:00.000Z,,Stephan Moffat,,,,,,,,Resource,eng,,0.0,,,,PDF.js,,,,[u'Business and Finance'],0.0,0.0,Excel 2010 Introduction: Part 1,,,2014-07-02T04:00:00.000Z,
2803,,,"[u'Lower Primary', u'Upper Primary']",Text,,"[u'cc11a4c42d45448a3448193899694fb8', u'845ca5617e959d8a09839f5cca8f183b', u'41d96d20b4c87ffd1545b6d457028e59']",,"{u'RiverWoodsLyrics.pdf': {u'stub': True, u'length': 18688, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-qdLL+fXQqSFYY43/jStaFg=='}}",ae4c5e01b990af3e2a45fc66b4836b34,5-b7faa88a955152a339fbce8cac5d5e9d,admin,2014-07-02T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,"[u'Languages', u'Learning']",0.0,0.0,River Woods Song Words,,,2014-07-02T04:00:00.000Z,
2804,,,[u'Professional'],Text,,"[u'c3c7a6ef326355af3985ac8ff13e8fd7', u'1c97f371a2cc5c114a30d5db86444312', u'41d96d20b4c87ffd1545b6d457029c25']",,"{u'excel-2010-advanced.pdf': {u'stub': True, u'length': 16581688, u'content_type': u'application/pdf', u'revpos': 0, u'digest': u'md5-RkFgLvYHbDnXaPqprCYEUw=='}}",ae4c5e01b990af3e2a45fc66b48509e7,9-6e9dc76265c694521a96dabfa3cdab3c,admin,2014-07-02T04:00:00.000Z,,Stephen Moffat,,,,,,,,Resource,Eng,,0.0,,,,PDF.js,,,,[u'Business and Finance'],0.0,0.0,Excel 2010 Advanced,,,2014-07-02T04:00:00.000Z,
2805,,,[u'Professional'],Text,,"[u'c3c7a6ef326355af3985ac8ff13e8fd7', u'1c97f371a2cc5c114a30d5db86444312', u'41d96d20b4c87ffd1545b6d457029c25']",,,ae4c5e01b990af3e2a45fc66b492d027,8-83b4ff3e7d9c2ae4aec535fecad87387,admin,2014-07-02T04:00:00.000Z,,Stephen Moffat,,,,,,,,Resource,Eng,,0.0,,,,PDF.js,,,,[u'Business and Finance'],0.0,0.0,Word 2010 Advanced: Part 1,,,2014-07-02T04:00:00.000Z,
2806,,,[u'Professional'],Text,,"[u'c3c7a6ef326355af3985ac8ff13e8fd7', u'1c97f371a2cc5c114a30d5db86444312', u'41d96d20b4c87ffd1545b6d457029c25']",,,ae4c5e01b990af3e2a45fc66b497f961,8-9f2281d1212c0e02e55c09209cd37796,admin,2014-07-02T04:00:00.000Z,,Stephen Moffat,,,,,,,,Resource,Eng,,0.0,,,,PDF.js,,,,[u'Business and Finance'],0.0,0.0,Word 2010 Advanced: Part 2,,,2014-07-02T04:00:00.000Z,
2807,,,[u'Upper Primary'],Audio/Music/Book,,"[u'cc11a4c42d45448a3448193899694fb8', u'845ca5617e959d8a09839f5cca8f183b', u'41d96d20b4c87ffd1545b6d457028e59']",,"{u'TeapotAudio.mp3': {u'stub': True, u'length': 1504274, u'content_type': u'audio/mpeg', u'revpos': 0, u'digest': u'md5-LWCT+mV/6NnUQvh7okhJiw=='}}",ae4c5e01b990af3e2a45fc66b49927f4,4-c90c57fce90608b957f7acbc3f6bd4e1,admin,2014-07-02T04:00:00.000Z,,,,,,,,,,Resource,English,,,,,,MP3,,,,[u'Learning'],0.0,0.0,Little Teapot Song Audio,,,2014-07-02T04:00:00.000Z,
2808,,,"[u'Lower Primary', u'Upper Primary', u'Professional']",Text,,"[u'cc11a4c42d45448a3448193899694fb8', u'845ca5617e959d8a09839f5cca8f183b', u'41d96d20b4c87ffd1545b6d457028e59']",,"{u'FiveMinuteActivitiesForYoungLearners.pdf': {u'stub': True, u'length': 916821, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-ZOV2lh8gCJ6DT+Tc1ZbkHw=='}}",ae4c5e01b990af3e2a45fc66b4e7f01f,5-ed3d124ea97ef759203775aeb3030a62,admin,2014-07-02T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,"[u'Languages', u'Learning']",0.0,0.0,Five Minute Activities for Young Learners,,,2014-07-02T04:00:00.000Z,
2809,,,[u'Undergraduate'],Text,,"[u'cc11a4c42d45448a3448193899694fb8', u'845ca5617e959d8a09839f5cca8f183b', u'41d96d20b4c87ffd1545b6d45702346b', u'41d96d20b4c87ffd1545b6d457028e59']",,"{u'GoingInternational-EnglishForTourism.pdf': {u'stub': True, u'length': 101216763, u'content_type': u'application/pdf', u'revpos': 0, u'digest': u'md5-YcuI8AuGCPDS8MH6mkD+BQ=='}}",ae4c5e01b990af3e2a45fc66b4f34ec2,7-ba9086b2bdc6d7c9c321db420f5a7ee5,admin,2014-07-02T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Languages'],0.0,0.0,Going International - English for Tourism,,,2014-07-02T04:00:00.000Z,
2810,,,[u'Upper Primary'],Video,,[u'6024d31ffcf853bf6ea3f9b762057ff9'],,"{u'BarGraphs.flv': {u'stub': True, u'length': 12215875, u'content_type': u'video/flv', u'revpos': 2, u'digest': u'md5-B1wPQ3onV6OBcpFNn6Mq+A=='}}",ae85272cbf10e18987e178935a07f2cd,2-2ae3d26bb8f91cf88a9cc7c58d2f8150,admin,2014-08-07T04:00:00.000Z,,,,,,,,,,Resource,English,,,,,,Flow Video Player,,,,[u'Math'],0.0,0.0,Bar Graphs,,,2014-08-07T04:00:00.000Z,
2811,,,[u'Upper Primary'],Video,,[u'6024d31ffcf853bf6ea3f9b762057ff9'],,"{u'DigestiveSystem.flv': {u'stub': True, u'length': 79556789, u'content_type': u'video/flv', u'revpos': 2, u'digest': u'md5-qT3j6V1Ks9wz4AD4oti/WQ=='}}",ae85272cbf10e18987e178935a1605f2,3-6d8e93bd892fecf6e6c90d205a4aba4a,admin,2014-08-07T04:00:00.000Z,,,,,,,,,,Resource,eng,,,,,,Flow Video Player,,,,[u'Science'],0.0,0.0,Digestive System (Video),,,2014-08-07T04:00:00.000Z,
2812,,,[u'Upper Primary'],Text,MindSet,[u'6024d31ffcf853bf6ea3f9b762057ff9'],,"{u'DigestiveSystem-ActivitySheet.pdf': {u'stub': True, u'length': 589896, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-hvQ1I0+sm6eEodZimT2vGA=='}}",ae85272cbf10e18987e178935a1de4aa,7-a1c29e11d5d4c4cd7af4f9661ce6a0be,admin,2014-08-07T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,Default,Textbook,,[u'Science'],0.0,0.0,Digestive System (Activity Sheet),,nation,2014-08-07T04:00:00.000Z,
2813,,,[u'Upper Primary'],Video,,[u'6024d31ffcf853bf6ea3f9b762057ff9'],,"{u'Geometry-Standard5_Lesson2.flv': {u'stub': True, u'length': 83101280, u'content_type': u'video/flv', u'revpos': 2, u'digest': u'md5-GkTsES4JLRQbxucp9bkkwQ=='}}",ae85272cbf10e18987e178935a35ad1c,2-162d67c1c0adf92e2ff3baa849665f6c,admin,2014-08-07T04:00:00.000Z,,,,,,,,,,Resource,English,,,,,,Flow Video Player,,,,[u'Math'],0.0,0.0,Geometry - Lesson 2,,,2014-08-07T04:00:00.000Z,
2814,,,[u'Upper Primary'],Text,,[u'6024d31ffcf853bf6ea3f9b762057ff9'],,"{u'MakingWorkEasier-SyllabusLinksAndOverview.pdf': {u'stub': True, u'length': 696405, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-+zu/cha/iDGpNItQuOuGog=='}}",ae85272cbf10e18987e178935a66735b,4-54a5bb0c23de64f5312e07bc9b57eaf5,admin,2014-08-07T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Science'],0.0,0.0,Making Work Easier - Syllabus and Overview,,,2014-08-07T04:00:00.000Z,
2815,,,[u'Professional'],Text,,"[u'41d96d20b4c87ffd1545b6d457034c4d', u'c4ca60dd383b9b41ef7cb8ab015dfcc4']",,"{u'The LITE Concept And Building The LITE.pdf': {u'stub': True, u'length': 110003, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-v3r8DjqLdEUSm7K57Rvv4Q=='}}",ae9dc7b11cd0520280adaf0b88ea38ea,120-86c377b264f89f0bf339b3209e2a0d10,teacher,2014-07-22T04:00:00.000Z,,OLE Ghana,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Learning'],0.0,0.0,The LITE Concept and Building the LITE,,,2014-07-22T04:00:00.000Z,
2816,,,[u'Upper Primary'],Text,Siyavula,"[u'2cb04e36e7836460c98d481f7e41c20c', u'41d96d20b4c87ffd1545b6d457025c5b']",,"{u'ThunderboltKids-ScienceAdventures_Grade4.pdf': {u'stub': True, u'length': 27397713, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-bCFlrtYokijmVu0PtLxRsg=='}}",af38d0a83005f37b824a7c5dcd256505,5-237c71afc355c9e4386e89cac337c8c9,teacher,2014-08-25T04:00:00.000Z,,Siyavula,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Science'],0.0,0.0,Thunderbolt Kids- Science Adventures- Grade 4,,,2014-08-25T04:00:00.000Z,
2817,,,[u'Upper Secondary'],Text,Siyavula,"[u'2cb04e36e7836460c98d481f7e3fae68', u'cc11a4c42d45448a34481938996185b3']",,"{u'everything-maths-grade-12.pdf': {u'stub': True, u'length': 5770153, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-f5nfJNMG9n8B+KQ+DRlzbA=='}}",af38d0a83005f37b824a7c5dcd520361,4-bf78c5c561a99a76feb33cede687644c,admin,2014-08-25T04:00:00.000Z,,Siyavula,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Math'],0.0,0.0,Grade 12 Mathematics,,,2014-08-25T04:00:00.000Z,
2818,1397587134897.0,,[u'Early Education'],Text,,"[u'cc11a4c42d45448a3448193899aab654', u'41d96d20b4c87ffd1545b6d457028573', u'41d96d20b4c87ffd1545b6d45701f6bb']",,"{u'EssentialDictionaryOfMusicNotation.pdf': {u'stub': True, u'length': 4001827, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-mKTjgCGiO1M0U/0jWgGvCA=='}}",af54a6895cadcf91734856963014540b,7-3e0fa4121061ac9a9be515623ba3696d,admin,2014-04-15T04:00:00.000Z,,An Alfred Guide,,,,0.0,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Agriculture'],0.0,,Essential Dictionary of Music Notation,0.0,,2014-04-15T04:00:00.000Z,
2819,1399997643993.0,,[u'Early Education'],Text,,"[u'2cb04e36e7836460c98d481f7ea6dfd8', u'2cb04e36e7836460c98d481f7e432192', u'41d96d20b4c87ffd1545b6d4570260d0', u'2cb04e36e7836460c98d481f7eb5283a']",,"{u'MMR Facilitator Manual.pdf': {u'stub': True, u'length': 48946563, u'content_type': u'application/pdf', u'revpos': 0, u'digest': u'md5-ONabs5n2oWoAULWt29puLw=='}}",af54a6895cadcf9173485696302484ec,8-b75843a46ac52b4843391f17a6464942,admin,2014-04-15T04:00:00.000Z,,Partners in Health,,,,0.0,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Human Development'],0.0,,Maternal Mortality Reduction Program Training Manual,0.0,,2014-04-15T04:00:00.000Z,
2820,1403278856165.0,,[u'Undergraduate'],Text,,"[u'41d96d20b4c87ffd1545b6d457023fca', u'845ca5617e959d8a09839f5cca7ced84', u'2cb04e36e7836460c98d481f7e76ae44']",,"{u'Levanthian.pdf': {u'stub': True, u'length': 1000062, u'content_type': u'application/pdf', u'revpos': 6, u'digest': u'md5-bF5TvO/J+WCUaM4V5SNNNQ=='}}",af54a6895cadcf91734856963052f631,8-d3be5e385aaf8ec7f7fea8be887bcec9,admin,2014-04-15T04:00:00.000Z,,Thomas Hobbes,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Agriculture'],0.0,,Leviathan,,,2014-04-15T04:00:00.000Z,
2821,,,[u'Professional'],Text,,[u'c4ca60dd383b9b41ef7cb8ab015dfcc4'],,"{u'Coaching Plan.pdf': {u'stub': True, u'length': 227306, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-A4FBV7RUUBmdIWgBbet0+w=='}}",afafadbb8abadc43ae70a20d072b0238,122-3f17a02c2781bb27d75f4127ddd87670,teacher,2014-07-22T04:00:00.000Z,,Shaun Allison,,,,,,,,Resource,English,http://classteaching.wordpress.com/,0.0,,,,PDF.js,Default,Textbook,,[u'Learning'],0.0,0.0,Coaching Plan Template,,nation,2014-07-22T04:00:00.000Z,
2822,1403635550267.0,,"[u'Upper Primary', u'Lower Secondary']",Text,,"[u'cc11a4c42d45448a3448193899694fb8', u'845ca5617e959d8a09839f5cca8f183b', u'41d96d20b4c87ffd1545b6d457028e59']",,"{u'NightWorkHealth-LessonPlan.pdf': {u'stub': True, u'length': 305239, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-VIK0+bhz1TXjMvtX7wj6Uw=='}}",affdbf2c5ea66fd7becd47e9d9f548ed,6-43833bb71b77282245bcd2e12bbbb4d2,admin,2014-06-24T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,"[u'Languages', u'Learning']",0.0,,Night Work Lesson Plan,,,2014-06-24T04:00:00.000Z,
2823,,,[u'Professional'],Text,,"[u'41d96d20b4c87ffd1545b6d4570358bd', u'845ca5617e959d8a09839f5ccaaa3475']",,"{u'CDP Ongoing Humanitarian Disasters.pdf': {u'stub': True, u'length': 97728, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-W/qqHirJDGsgFTs2Rr5IMA=='}}",b0447a3a62937040dea3bae7c5065895,42-b2431258d67bd240746658a51084fd7a,admin,2014-08-27T04:00:00.000Z,,Center for Disaster Philanthropy,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Human Development'],0.0,0.0,Ongoing Humanitarian Disasters,,,2014-08-27T04:00:00.000Z,
2824,,,[u'Professional'],Text,,"[u'41d96d20b4c87ffd1545b6d4570358bd', u'845ca5617e959d8a09839f5ccaaa3475']",,"{u'CDP Ongoing Natural Disasters.pdf': {u'stub': True, u'length': 85340, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-b9DsPrpzWaTY7m4VS7BtSQ=='}}",b0447a3a62937040dea3bae7c5091803,43-f08e262ec38ffaefb5340c8c6e08ee66,admin,2014-08-27T04:00:00.000Z,,Center for Disaster Philanthropy,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Environment'],0.0,0.0,Ongoing Natural Disasters,,,2014-08-27T04:00:00.000Z,
2825,,,[u'Professional'],Text,,"[u'41d96d20b4c87ffd1545b6d4570358bd', u'845ca5617e959d8a09839f5ccaaa3475']",,"{u'Children in Humanitarian Crises.pdf': {u'stub': True, u'length': 392910, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-dXpUmvwL98AHXvNRbZdAvg=='}}",b0447a3a62937040dea3bae7c50c1d2d,42-0e1fcb94fdb4c8557cdbf9f4b8052abd,admin,2014-08-27T04:00:00.000Z,,Unicef-Canada,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Human Development'],0.0,0.0,Children and Humanitarian Emergencies,,,2014-08-27T04:00:00.000Z,
2826,,,[u'Professional'],Text,USAID,"[u'41d96d20b4c87ffd1545b6d4570358bd', u'845ca5617e959d8a09839f5ccaaa3475']",2014,"{u'CredCrunch35.pdf': {u'stub': True, u'length': 970073, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-46Ml8UZfm/W5L06VhjajWA=='}}",b0447a3a62937040dea3bae7c50f6f07,43-b090d5a0d03d9cc7cc82b43ad0e36f95,admin,2014-08-27T04:00:00.000Z,,Center for Research on Epidemiology of Disasters,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Environment'],0.0,0.0,Natural Disaster Data,,,2014-08-27T04:00:00.000Z,
